,Team,GP_T,MPG_T,FGM_T,FGA_T,FG%_T,3PM_T,3PA_T,3P%_T,FTM_T,FTA_T,FT%_T,TOV_T,PF_T,ORB_T,DRB_T,RPG_T,APG_T,SPG_T,BPG_T,PPG_T,TS%_T,eFG%_T,Total S%_T,ORB%_T,DRB%_T,TRB%_T,AST%_T,TOV%_T,STL%_T,BLK%_T,PPS_T,FIC40_T,ORtg_T,DRtg_T,eDiff_T,Poss_T,Pace_T,Player,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Drafted
19,Philadelphia,73,48.2,41.1,87.9,0.468,11.6,31.6,0.368,16.9,22.4,0.755,14.2,20.9,10.5,35.0,45.4,25.8,8.0,5.3,110.7,0.5660000000000001,0.534,159.0,23.9,80.3,52.1,62.8,12.7,8.0,9.4,1.3,72.7,111.4,109.0,2.4,7258.5,99.0,jaden-mcdaniels,4.4,10.8,0.405,3.0,6.7,0.445,1.4,4.1,0.339,2.8,3.7,0.763,1.1,4.7,5.8,2.1,0.8,1.4,3.2,3.3,13.0,14.6,0.515,0.469,0.378,0.339,4.4,15.8,10.6,14.6,1.4,4.9,20.4,25.6,0.6,1.7,2.3,0.096,0.3,2.2,2.6,0
21,Sacramento,72,48.5,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,0.77,14.5,22.2,9.7,33.0,42.6,23.8,7.7,4.1,110.1,0.5660000000000001,0.534,159.6,21.9,78.4,49.5,58.2,13.0,7.7,8.0,1.2,66.5,110.2,112.2,-2.0,7195.4,98.9,tyrese-haliburton,5.6,11.1,0.504,3.2,5.5,0.5920000000000001,2.4,5.6,0.419,1.7,2.0,0.8220000000000001,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.3,15.2,25.9,0.631,0.611,0.508,0.184,4.6,13.7,9.2,35.3,3.8,2.0,18.7,20.1,2.7,1.0,3.8,0.187,8.0,3.7,11.7,1
21,Sacramento,72,48.5,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,0.77,14.5,22.2,9.7,33.0,42.6,23.8,7.7,4.1,110.1,0.5660000000000001,0.534,159.6,21.9,78.4,49.5,58.2,13.0,7.7,8.0,1.2,66.5,110.2,112.2,-2.0,7195.4,98.9,kira-lewis-jr,6.6,14.5,0.45899999999999996,4.8,9.5,0.507,1.8,4.9,0.366,3.4,4.2,0.802,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6,18.5,19.8,0.56,0.521,0.341,0.292,2.3,10.6,6.5,27.7,2.5,1.5,17.7,24.3,2.9,1.2,4.1,0.142,3.7,1.7,5.5,0
21,Sacramento,72,48.5,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,0.77,14.5,22.2,9.7,33.0,42.6,23.8,7.7,4.1,110.1,0.5660000000000001,0.534,159.6,21.9,78.4,49.5,58.2,13.0,7.7,8.0,1.2,66.5,110.2,112.2,-2.0,7195.4,98.9,aaron-nesmith,7.5,14.6,0.512,3.2,6.4,0.5,4.3,8.2,0.522,3.7,4.5,0.825,0.8,4.1,4.9,0.9,1.4,0.9,1.7,2.8,23.0,29.0,0.685,0.659,0.561,0.307,2.5,13.9,8.0,6.9,2.3,2.6,9.3,26.3,2.2,0.4,2.6,0.207,9.3,0.4,9.7,0
21,Sacramento,72,48.5,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,0.77,14.5,22.2,9.7,33.0,42.6,23.8,7.7,4.1,110.1,0.5660000000000001,0.534,159.6,21.9,78.4,49.5,58.2,13.0,7.7,8.0,1.2,66.5,110.2,112.2,-2.0,7195.4,98.9,cole-anthony,6.0,15.7,0.38,3.7,9.3,0.402,2.2,6.4,0.348,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,17.5,0.501,0.451,0.409,0.371,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,0
21,Sacramento,72,48.5,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,0.77,14.5,22.2,9.7,33.0,42.6,23.8,7.7,4.1,110.1,0.5660000000000001,0.534,159.6,21.9,78.4,49.5,58.2,13.0,7.7,8.0,1.2,66.5,110.2,112.2,-2.0,7195.4,98.9,precious-achiuwa,5.9,11.9,0.493,5.5,10.6,0.514,0.4,1.3,0.325,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,23.3,0.534,0.511,0.108,0.507,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,1.5,2.9,4.4,0.187,2.5,3.4,5.8,0
21,Sacramento,72,48.5,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,0.77,14.5,22.2,9.7,33.0,42.6,23.8,7.7,4.1,110.1,0.5660000000000001,0.534,159.6,21.9,78.4,49.5,58.2,13.0,7.7,8.0,1.2,66.5,110.2,112.2,-2.0,7195.4,98.9,tyrese-maxey,4.8,11.3,0.4270000000000001,3.8,7.7,0.4920000000000001,1.1,3.6,0.292,3.2,3.9,0.833,0.4,3.9,4.3,3.2,0.9,0.4,2.2,2.4,14.0,16.3,0.531,0.474,0.322,0.342,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,2.1,1.5,3.6,0.134,2.4,2.0,4.4,0
23,Orlando,73,48.1,39.3,88.6,0.444,11.1,32.2,0.343,17.6,22.7,0.774,12.8,18.3,10.3,34.2,44.5,23.9,8.2,5.4,107.3,0.544,0.506,156.1,22.3,79.1,49.8,60.8,11.5,8.3,10.2,1.2,69.7,108.5,109.5,-1.0,7218.0,98.6,cole-anthony,6.0,15.7,0.38,3.7,9.3,0.402,2.2,6.4,0.348,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,17.5,0.501,0.451,0.409,0.371,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,1
23,Orlando,73,48.1,39.3,88.6,0.444,11.1,32.2,0.343,17.6,22.7,0.774,12.8,18.3,10.3,34.2,44.5,23.9,8.2,5.4,107.3,0.544,0.506,156.1,22.3,79.1,49.8,60.8,11.5,8.3,10.2,1.2,69.7,108.5,109.5,-1.0,7218.0,98.6,precious-achiuwa,5.9,11.9,0.493,5.5,10.6,0.514,0.4,1.3,0.325,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,23.3,0.534,0.511,0.108,0.507,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,1.5,2.9,4.4,0.187,2.5,3.4,5.8,0
23,Orlando,73,48.1,39.3,88.6,0.444,11.1,32.2,0.343,17.6,22.7,0.774,12.8,18.3,10.3,34.2,44.5,23.9,8.2,5.4,107.3,0.544,0.506,156.1,22.3,79.1,49.8,60.8,11.5,8.3,10.2,1.2,69.7,108.5,109.5,-1.0,7218.0,98.6,tyrese-maxey,4.8,11.3,0.4270000000000001,3.8,7.7,0.4920000000000001,1.1,3.6,0.292,3.2,3.9,0.833,0.4,3.9,4.3,3.2,0.9,0.4,2.2,2.4,14.0,16.3,0.531,0.474,0.322,0.342,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,2.1,1.5,3.6,0.134,2.4,2.0,4.4,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,obi-toppin,7.9,12.5,0.633,6.9,9.8,0.698,1.0,2.6,0.39,3.2,4.5,0.7020000000000001,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6,20.0,32.5,0.684,0.674,0.212,0.364,5.2,22.0,14.5,14.5,1.8,4.1,13.0,28.1,4.5,2.3,6.8,0.27899999999999997,9.0,3.3,12.3,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,jalen-smith,5.4,10.1,0.5379999999999999,4.4,7.3,0.604,1.0,2.8,0.368,3.6,4.8,0.75,3.2,7.3,10.5,0.8,0.7,2.4,1.7,2.4,15.5,29.3,0.626,0.59,0.279,0.474,11.5,25.6,18.6,6.0,1.3,8.2,12.2,22.8,3.6,2.4,6.0,0.249,7.7,4.3,12.0,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,devin-vassell,4.8,9.8,0.49,3.3,6.3,0.532,1.5,3.5,0.415,1.6,2.2,0.738,1.3,3.8,5.1,1.6,1.4,1.0,0.8,1.9,12.7,23.8,0.585,0.565,0.361,0.221,5.3,15.4,10.4,11.2,2.8,4.1,6.6,20.0,3.0,1.7,4.7,0.218,6.7,4.2,10.9,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,tyrese-haliburton,5.6,11.1,0.504,3.2,5.5,0.5920000000000001,2.4,5.6,0.419,1.7,2.0,0.8220000000000001,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.3,15.2,25.9,0.631,0.611,0.508,0.184,4.6,13.7,9.2,35.3,3.8,2.0,18.7,20.1,2.7,1.0,3.8,0.187,8.0,3.7,11.7,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,kira-lewis-jr,6.6,14.5,0.45899999999999996,4.8,9.5,0.507,1.8,4.9,0.366,3.4,4.2,0.802,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6,18.5,19.8,0.56,0.521,0.341,0.292,2.3,10.6,6.5,27.7,2.5,1.5,17.7,24.3,2.9,1.2,4.1,0.142,3.7,1.7,5.5,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,aaron-nesmith,7.5,14.6,0.512,3.2,6.4,0.5,4.3,8.2,0.522,3.7,4.5,0.825,0.8,4.1,4.9,0.9,1.4,0.9,1.7,2.8,23.0,29.0,0.685,0.659,0.561,0.307,2.5,13.9,8.0,6.9,2.3,2.6,9.3,26.3,2.2,0.4,2.6,0.207,9.3,0.4,9.7,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,cole-anthony,6.0,15.7,0.38,3.7,9.3,0.402,2.2,6.4,0.348,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,17.5,0.501,0.451,0.409,0.371,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,precious-achiuwa,5.9,11.9,0.493,5.5,10.6,0.514,0.4,1.3,0.325,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,23.3,0.534,0.511,0.108,0.507,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,1.5,2.9,4.4,0.187,2.5,3.4,5.8,0
24,Detroit,66,48.4,39.3,85.7,0.459,12.0,32.7,0.3670000000000001,16.6,22.4,0.743,15.3,19.7,9.8,32.0,41.7,24.1,7.4,4.5,107.2,0.561,0.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,6491.4,97.6,tyrese-maxey,4.8,11.3,0.4270000000000001,3.8,7.7,0.4920000000000001,1.1,3.6,0.292,3.2,3.9,0.833,0.4,3.9,4.3,3.2,0.9,0.4,2.2,2.4,14.0,16.3,0.531,0.474,0.322,0.342,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,2.1,1.5,3.6,0.134,2.4,2.0,4.4,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,isaac-okoro,4.5,8.7,0.514,3.8,6.2,0.607,0.7,2.5,0.28600000000000003,3.2,4.8,0.672,1.9,2.5,4.4,2.0,0.9,0.9,2.0,2.7,12.9,19.1,0.5870000000000001,0.556,0.28800000000000003,0.551,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,2.3,1.1,3.4,0.156,3.8,2.5,6.3,1
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,onyeka-okongwu,6.3,10.1,0.616,6.2,10.0,0.621,0.0,0.1,0.25,3.7,5.1,0.72,3.3,5.4,8.6,1.1,1.2,2.7,2.0,2.7,16.2,31.1,0.645,0.618,0.014,0.504,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6,3.2,2.1,5.4,0.251,6.7,4.9,11.6,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,obi-toppin,7.9,12.5,0.633,6.9,9.8,0.698,1.0,2.6,0.39,3.2,4.5,0.7020000000000001,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6,20.0,32.5,0.684,0.674,0.212,0.364,5.2,22.0,14.5,14.5,1.8,4.1,13.0,28.1,4.5,2.3,6.8,0.27899999999999997,9.0,3.3,12.3,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,jalen-smith,5.4,10.1,0.5379999999999999,4.4,7.3,0.604,1.0,2.8,0.368,3.6,4.8,0.75,3.2,7.3,10.5,0.8,0.7,2.4,1.7,2.4,15.5,29.3,0.626,0.59,0.279,0.474,11.5,25.6,18.6,6.0,1.3,8.2,12.2,22.8,3.6,2.4,6.0,0.249,7.7,4.3,12.0,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,devin-vassell,4.8,9.8,0.49,3.3,6.3,0.532,1.5,3.5,0.415,1.6,2.2,0.738,1.3,3.8,5.1,1.6,1.4,1.0,0.8,1.9,12.7,23.8,0.585,0.565,0.361,0.221,5.3,15.4,10.4,11.2,2.8,4.1,6.6,20.0,3.0,1.7,4.7,0.218,6.7,4.2,10.9,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,tyrese-haliburton,5.6,11.1,0.504,3.2,5.5,0.5920000000000001,2.4,5.6,0.419,1.7,2.0,0.8220000000000001,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.3,15.2,25.9,0.631,0.611,0.508,0.184,4.6,13.7,9.2,35.3,3.8,2.0,18.7,20.1,2.7,1.0,3.8,0.187,8.0,3.7,11.7,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,kira-lewis-jr,6.6,14.5,0.45899999999999996,4.8,9.5,0.507,1.8,4.9,0.366,3.4,4.2,0.802,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6,18.5,19.8,0.56,0.521,0.341,0.292,2.3,10.6,6.5,27.7,2.5,1.5,17.7,24.3,2.9,1.2,4.1,0.142,3.7,1.7,5.5,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,aaron-nesmith,7.5,14.6,0.512,3.2,6.4,0.5,4.3,8.2,0.522,3.7,4.5,0.825,0.8,4.1,4.9,0.9,1.4,0.9,1.7,2.8,23.0,29.0,0.685,0.659,0.561,0.307,2.5,13.9,8.0,6.9,2.3,2.6,9.3,26.3,2.2,0.4,2.6,0.207,9.3,0.4,9.7,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,cole-anthony,6.0,15.7,0.38,3.7,9.3,0.402,2.2,6.4,0.348,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,17.5,0.501,0.451,0.409,0.371,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,precious-achiuwa,5.9,11.9,0.493,5.5,10.6,0.514,0.4,1.3,0.325,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,23.3,0.534,0.511,0.108,0.507,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,1.5,2.9,4.4,0.187,2.5,3.4,5.8,0
25,Cleveland,65,48.4,40.3,87.9,0.458,11.2,31.8,0.35100000000000003,15.1,19.9,0.758,16.5,18.3,10.8,33.4,44.2,23.1,6.9,3.2,106.9,0.5529999999999999,0.522,156.8,24.6,77.4,50.8,57.3,14.6,6.9,5.8,1.2,63.6,107.5,115.4,-7.9,6464.3,98.7,tyrese-maxey,4.8,11.3,0.4270000000000001,3.8,7.7,0.4920000000000001,1.1,3.6,0.292,3.2,3.9,0.833,0.4,3.9,4.3,3.2,0.9,0.4,2.2,2.4,14.0,16.3,0.531,0.474,0.322,0.342,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,2.1,1.5,3.6,0.134,2.4,2.0,4.4,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,patrick-williams,3.3,7.1,0.45899999999999996,2.7,5.4,0.503,0.6,1.7,0.32,2.1,2.6,0.838,1.3,2.7,4.0,1.0,1.0,1.0,1.7,1.6,9.2,19.4,0.5529999999999999,0.498,0.242,0.35700000000000004,6.9,14.0,10.5,8.4,2.5,5.6,17.1,22.2,1.2,1.3,2.5,0.154,2.3,3.2,5.5,1
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,isaac-okoro,4.5,8.7,0.514,3.8,6.2,0.607,0.7,2.5,0.28600000000000003,3.2,4.8,0.672,1.9,2.5,4.4,2.0,0.9,0.9,2.0,2.7,12.9,19.1,0.5870000000000001,0.556,0.28800000000000003,0.551,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,2.3,1.1,3.4,0.156,3.8,2.5,6.3,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,onyeka-okongwu,6.3,10.1,0.616,6.2,10.0,0.621,0.0,0.1,0.25,3.7,5.1,0.72,3.3,5.4,8.6,1.1,1.2,2.7,2.0,2.7,16.2,31.1,0.645,0.618,0.014,0.504,12.4,18.4,15.5,8.4,2.3,9.8,13.7,23.6,3.2,2.1,5.4,0.251,6.7,4.9,11.6,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,obi-toppin,7.9,12.5,0.633,6.9,9.8,0.698,1.0,2.6,0.39,3.2,4.5,0.7020000000000001,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6,20.0,32.5,0.684,0.674,0.212,0.364,5.2,22.0,14.5,14.5,1.8,4.1,13.0,28.1,4.5,2.3,6.8,0.27899999999999997,9.0,3.3,12.3,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,jalen-smith,5.4,10.1,0.5379999999999999,4.4,7.3,0.604,1.0,2.8,0.368,3.6,4.8,0.75,3.2,7.3,10.5,0.8,0.7,2.4,1.7,2.4,15.5,29.3,0.626,0.59,0.279,0.474,11.5,25.6,18.6,6.0,1.3,8.2,12.2,22.8,3.6,2.4,6.0,0.249,7.7,4.3,12.0,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,devin-vassell,4.8,9.8,0.49,3.3,6.3,0.532,1.5,3.5,0.415,1.6,2.2,0.738,1.3,3.8,5.1,1.6,1.4,1.0,0.8,1.9,12.7,23.8,0.585,0.565,0.361,0.221,5.3,15.4,10.4,11.2,2.8,4.1,6.6,20.0,3.0,1.7,4.7,0.218,6.7,4.2,10.9,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,tyrese-haliburton,5.6,11.1,0.504,3.2,5.5,0.5920000000000001,2.4,5.6,0.419,1.7,2.0,0.8220000000000001,1.5,4.4,5.9,6.5,2.5,0.7,2.8,1.3,15.2,25.9,0.631,0.611,0.508,0.184,4.6,13.7,9.2,35.3,3.8,2.0,18.7,20.1,2.7,1.0,3.8,0.187,8.0,3.7,11.7,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,kira-lewis-jr,6.6,14.5,0.45899999999999996,4.8,9.5,0.507,1.8,4.9,0.366,3.4,4.2,0.802,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6,18.5,19.8,0.56,0.521,0.341,0.292,2.3,10.6,6.5,27.7,2.5,1.5,17.7,24.3,2.9,1.2,4.1,0.142,3.7,1.7,5.5,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,aaron-nesmith,7.5,14.6,0.512,3.2,6.4,0.5,4.3,8.2,0.522,3.7,4.5,0.825,0.8,4.1,4.9,0.9,1.4,0.9,1.7,2.8,23.0,29.0,0.685,0.659,0.561,0.307,2.5,13.9,8.0,6.9,2.3,2.6,9.3,26.3,2.2,0.4,2.6,0.207,9.3,0.4,9.7,0
26,Chicago,65,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,15.5,21.8,10.5,31.4,41.9,23.2,10.0,4.1,106.8,0.547,0.515,154.9,22.8,75.6,47.9,58.7,13.7,10.0,8.0,1.2,64.4,106.7,109.8,-3.1,6508.6,99.7,cole-anthony,6.0,15.7,0.38,3.7,9.3,0.402,2.2,6.4,0.348,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,17.5,0.501,0.451,0.409,0.371,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,0
